country,city,long,lat,year_estab,year_start,year_end,pop_start,pop_end,probability,type,symbol,city_english,city_hebrew,city_yid,city_german,city_other,source,comment
Bermuda,Hamilton,-64.7814,32.2949,1609,1609,1936,,,high,1,1,Hamilton,המילטון,,Hamilton,Hamilton,https://jewswerehere.com/americas/northamerica/bermuda/,"Earliest Jewish presence, tax imposed 1694"
Bermuda,Hamilton,-64.7814,32.2949,1609,1937,2024,,,high,1,1,Hamilton,המילטון,,Hamilton,Hamilton,https://www.jewishvirtuallibrary.org/bermuda-virtual-jewish-history-tour,Hotels bar Jews
Bermuda,Hamilton,-64.7814,32.2949,1609,1950s,1979,,,high,1,1,Hamilton,המילטון,,Hamilton,Hamilton,https://www.jewishvirtuallibrary.org/bermuda-virtual-jewish-history-tour,European Jewish immigration post-WWII
Bermuda,Hamilton,-64.7814,32.2949,1609,1980,2019,,110,high,1,1,Hamilton,המילטון,,Hamilton,Hamilton,https://www.worldjewishcongress.org/en/about/communities/BM,Congregation Shaar Hashomayim founded
Bermuda,Hamilton,-64.7814,32.2949,1609,2020,2024,110,,high,1,1,Hamilton,המילטון,,Hamilton,Hamilton,https://www.jewishsightseeing.com/bermuda/sd10-29_bermuda.htm,Current population estimate
Bahamas,Nassau,-77.3430,25.0478,1700,1700,1799,,,high,1,1,Nassau,,,Nassau,Nassau,https://www.jewishvirtuallibrary.org/bahamas-virtual-jewish-history-tour,Sephardic Jews arrive as traders post-British colonization
Bahamas,Nassau,-77.3430,25.0478,1700,1800,1899,,,high,1,1,Nassau,,,Nassau,Nassau,https://www.jewishvirtuallibrary.org/bahamas-virtual-jewish-history-tour,Small Jewish merchant community established
Bahamas,Nassau,-77.3430,25.0478,1700,1900,1939,,,high,1,1,Nassau,,,Nassau,Nassau,https://www.worldjewishcongress.org/en/about/communities/BS,"Jewish population remains small, primarily merchants"
Bahamas,Nassau,-77.3430,25.0478,1700,1940,1972,,,high,1,1,Nassau,,,Nassau,Nassau,https://www.jewishvirtuallibrary.org/bahamas-virtual-jewish-history-tour,European Jewish refugees arrive during WWII
Bahamas,Nassau,-77.3430,25.0478,1700,1973,2019,,300,high,1,1,Nassau,,,Nassau,Nassau,https://www.jewishvirtuallibrary.org/bahamas-virtual-jewish-history-tour,Synagogue established in Nassau
Bahamas,Nassau,-77.3430,25.0478,1700,2020,2024,300,,medium,1,1,Nassau,,,Nassau,Nassau,https://www.worldjewishcongress.org/en/about/communities/BS,"Estimated Jewish population, mostly in Nassau"
Barbados,Bridgetown,-59.6148,13.0975,1654,1654,1653,,,high,1,1,Bridgetown,ברידג'טאון,,Bridgetown,"Bridgetown, Barbados",https://en.wikipedia.org/wiki/History_of_the_Jews_in_Barbados,Sephardic Jews arrive from Brazil after Dutch expulsion
Barbados,Bridgetown,-59.6148,13.0975,1654,1654,1669,,300,high,1,1,Bridgetown,ברידג'טאון,,Bridgetown,"Bridgetown, Barbados",https://www.jewishvirtuallibrary.org/barbados-virtual-jewish-history-tour,Nidhe Israel Synagogue founded
Barbados,Bridgetown,-59.6148,13.0975,1654,1670,1699,300,,medium,1,1,Bridgetown,ברידג'טאון,,Bridgetown,"Bridgetown, Barbados",https://www.jewishvirtuallibrary.org/barbados-virtual-jewish-history-tour,Estimated Jewish population
Barbados,Bridgetown,-59.6148,13.0975,1654,1700,1830,,,high,1,1,Bridgetown,ברידג'טאון,,Bridgetown,"Bridgetown, Barbados",https://www.worldjewishcongress.org/en/about/communities/BB,Jewish community prospers in trade
Barbados,Bridgetown,-59.6148,13.0975,1654,1831,1832,,,high,1,1,Bridgetown,ברידג'טאון,,Bridgetown,"Bridgetown, Barbados",https://www.jewishvirtuallibrary.org/barbados-virtual-jewish-history-tour,Hurricane destroys synagogue
Barbados,Bridgetown,-59.6148,13.0975,1654,1833,1899,,21,high,1,1,Bridgetown,ברידג'טאון,,Bridgetown,"Bridgetown, Barbados",https://www.jewishvirtuallibrary.org/barbados-virtual-jewish-history-tour,Synagogue rebuilt
Barbados,Bridgetown,-59.6148,13.0975,1654,1900,1928,21,,high,1,1,Bridgetown,ברידג'טאון,,Bridgetown,"Bridgetown, Barbados",https://www.jewishvirtuallibrary.org/barbados-virtual-jewish-history-tour,Census population
Barbados,Bridgetown,-59.6148,13.0975,1654,1929,1986,,,high,1,1,Bridgetown,ברידג'טאון,,Bridgetown,"Bridgetown, Barbados",https://www.jewishvirtuallibrary.org/barbados-virtual-jewish-history-tour,Synagogue sold due to declining community
Barbados,Bridgetown,-59.6148,13.0975,1654,1987,2019,,50,high,1,1,Bridgetown,ברידג'טאון,,Bridgetown,"Bridgetown, Barbados",https://www.jewishvirtuallibrary.org/barbados-virtual-jewish-history-tour,Synagogue restored as historic site
Barbados,Bridgetown,-59.6148,13.0975,1654,2020,2022,50,,high,1,1,Bridgetown,ברידג'טאון,,Bridgetown,"Bridgetown, Barbados",https://www.worldjewishcongress.org/en/about/communities/BB,Current Jewish population estimate
Barbados,Bridgetown,-59.6148,13.0975,1654,2023,2024,,,high,1,1,Bridgetown,ברידג'טאון,,Bridgetown,"Bridgetown, Barbados",https://www.jta.org/2023/01/24/global/jews-of-barbados-celebrate-ancient-communitys-rebirth-with-first-rabbi-in-90-years,Small active community with restored synagogue
Iceland,Reykjavik,-21.9426,64.1466,1700,1700,1905,,,high,1,1,Reykjavik,רייקיאוויק,רעקיאוויק,Reykjavík,Knud Zimsen,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Iceland,"First Jewish traders visit, no permanent settlement"
Iceland,Reykjavik,-21.9426,64.1466,1700,1906,1939,,,high,1,1,Reykjavik,רייקיאוויק,רעקיאוויק,Reykjavík,Knud Zimsen,https://www.jewishvirtuallibrary.org/iceland-virtual-jewish-history-tour,"First confirmed Jewish resident, Fritz Heymann Nathan"
Iceland,Reykjavik,-21.9426,64.1466,1700,1940,1943,,,high,1,1,Reykjavik,רייקיאוויק,רעקיאוויק,Reykjavík,Knud Zimsen,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Iceland,Jewish refugees arrive during WWII
Iceland,Reykjavik,-21.9426,64.1466,1700,1944,1949,,,high,1,1,Reykjavik,רייקיאוויק,רעקיאוויק,Reykjavík,Knud Zimsen,https://www.jewishvirtuallibrary.org/iceland-virtual-jewish-history-tour,"Some refugees deported, others remain"
Iceland,Reykjavik,-21.9426,64.1466,1700,1950,1999,,,high,1,1,Reykjavik,רייקיאוויק,רעקיאוויק,Reykjavík,Knud Zimsen,https://www.worldjewishcongress.org/en/about/communities/IS,Small Jewish community forms post-WWII
Iceland,Reykjavik,-21.9426,64.1466,1700,2000,2019,,250,high,1,1,Reykjavik,רייקיאוויק,רעקיאוויק,Reykjavík,Knud Zimsen,https://www.jewishvirtuallibrary.org/iceland-virtual-jewish-history-tour,"No synagogue, services held in homes"
Iceland,Reykjavik,-21.9426,64.1466,1700,2020,2022,250,,medium,1,1,Reykjavik,רייקיאוויק,רעקיאוויק,Reykjavík,Knud Zimsen,https://www.worldjewishcongress.org/en/about/communities/IS,"Estimated Jewish population, mostly in Reykjavik"
Iceland,Reykjavik,-21.9426,64.1466,1700,2023,2024,,,high,1,1,Reykjavik,רייקיאוויק,רעקיאוויק,Reykjavík,Knud Zimsen,https://www.jta.org/2023/03/27/global/icelands-first-resident-rabbi-in-decades-faces-an-uphill-battle-to-build-community,Chabad establishes presence
Cape Verde,Praia,-23.5125,14.9331,1500,1500,1599,,,high,1,1,Praia,פראיה,,Praia,ፕራያ,https://www.jewishvirtuallibrary.org/cape-verde-virtual-jewish-history-tour,Conversos settle as traders under Portuguese rule
Cape Verde,Praia,-23.5125,14.9331,1500,1600,1699,,,high,1,1,Praia,פראיה,,Praia,ፕራያ,https://www.jewishvirtuallibrary.org/cape-verde-virtual-jewish-history-tour,Sephardic Jewish merchants active in trade
Cape Verde,Praia,-23.5125,14.9331,1500,1700,1899,,,high,1,1,Praia,פראיה,,Praia,ፕራያ,https://www.jewishvirtuallibrary.org/cape-verde-virtual-jewish-history-tour,Jewish presence declines due to Inquisition
Cape Verde,Praia,-23.5125,14.9331,1500,1900,2019,,,high,1,1,Praia,פראיה,,Praia,ፕራያ,https://www.jewishvirtuallibrary.org/cape-verde-virtual-jewish-history-tour,No significant Jewish community remains
Cape Verde,Praia,-23.5125,14.9331,1500,2020,2024,,,high,1,1,Praia,פראיה,,Praia,ፕራያ,https://www.worldjewishcongress.org/en/about/communities/CV,No active Jewish community
Dominican Republic,Santo Domingo,-69.9512,18.4861,1492,1492,1499,,,high,1,1,Santo Domingo,סנטו דומינגו,,Santo Domingo,Santo Domingo,https://en.wikipedia.org/wiki/History_of_the_Jews_in_the_Dominican_Republic,Conversos arrive with Columbus
Dominican Republic,Santo Domingo,-69.9512,18.4861,1492,1500,1937,,,high,1,1,Santo Domingo,סנטו דומינגו,,Santo Domingo,Santo Domingo,https://www.jewishvirtuallibrary.org/dominican-republic-virtual-jewish-history-tour,Inquisition forces many to flee or convert
Dominican Republic,Santo Domingo,-69.9512,18.4861,1492,1938,1938,,,high,1,1,Santo Domingo,סנטו דומינגו,,Santo Domingo,Santo Domingo,https://www.jewishvirtuallibrary.org/dominican-republic-virtual-jewish-history-tour,"Trujillo accepts 100,000 Jewish refugees, few arrive"
Dominican Republic,Santo Domingo,-69.9512,18.4861,1492,1939,1939,,500,high,1,1,Santo Domingo,סנטו דומינגו,,Santo Domingo,Santo Domingo,https://www.jewishvirtuallibrary.org/dominican-republic-virtual-jewish-history-tour,Sosúa settlement founded for Jewish refugees
Dominican Republic,Santo Domingo,-69.9512,18.4861,1492,1940,1944,500,,high,1,1,Santo Domingo,סנטו דומינגו,,Santo Domingo,Santo Domingo,https://en.wikipedia.org/wiki/History_of_the_Jews_in_the_Dominican_Republic,"Jewish refugees settle, mostly in Sosúa"
Dominican Republic,Santo Domingo,-69.9512,18.4861,1492,1945,1956,,,high,1,1,Santo Domingo,סנטו דומינגו,,Santo Domingo,Santo Domingo,https://www.jewishvirtuallibrary.org/dominican-republic-virtual-jewish-history-tour,"Post-WWII, most refugees emigrate"
Dominican Republic,Santo Domingo,-69.9512,18.4861,1492,1957,2019,,1000,high,1,1,Santo Domingo,סנטו דומינגו,,Santo Domingo,Santo Domingo,https://www.jewishvirtuallibrary.org/dominican-republic-virtual-jewish-history-tour,First synagogue established in Santo Domingo
Dominican Republic,Santo Domingo,-69.9512,18.4861,1492,2020,2022,1000,,medium,1,1,Santo Domingo,סנטו דומינגו,,Santo Domingo,Santo Domingo,https://www.worldjewishcongress.org/en/about/communities/DO,"Estimated Jewish population, mostly in Santo Domingo"
Dominican Republic,Santo Domingo,-69.9512,18.4861,1492,2023,2024,,,high,1,1,Santo Domingo,סנטו דומינגו,,Santo Domingo,Santo Domingo,https://www.jta.org/2023/04/04/global/dominican-republics-jews-celebrate-growing-community-with-new-torah,Active community with Chabad presence
Portugal,Funchal,-16.9327,32.7894,1450,1450,1491,,,high,1,1,Funchal,פונשל,,Funchal,Funchal,https://jguideeurope.org/en/region/portugal/madeira/funchal/,Conversos settle during Portuguese colonization
Portugal,Funchal,-16.9327,32.7894,1450,1492,1499,,,high,1,1,Funchal,פונשל,,Funchal,Funchal,https://www.jewishvirtuallibrary.org/madeira-portugal-jewish-history-tour,Sephardic Jews arrive post-Spanish expulsion
Portugal,Funchal,-16.9327,32.7894,1450,1500,1818,,,high,1,1,Funchal,פונשל,,Funchal,Funchal,https://www.jewishvirtuallibrary.org/madeira-portugal-jewish-history-tour,Inquisition pressures Crypto-Jews
Portugal,Funchal,-16.9327,32.7894,1450,1819,1839,,,high,1,1,Funchal,פונשל,,Funchal,Funchal,https://www.jewishvirtuallibrary.org/madeira-portugal-jewish-history-tour,"Moroccan Jews arrive, revive community"
Portugal,Funchal,-16.9327,32.7894,1450,1840,1852,,,high,1,1,Funchal,פונשל,,Funchal,Funchal,https://www.sephardicgen.com/databases/FunchalSrchFrm.html,Jewish cemetery established
Portugal,Funchal,-16.9327,32.7894,1450,1853,1939,,,high,1,1,Funchal,פונשל,,Funchal,Funchal,https://www.sephardicgen.com/databases/FunchalSrchFrm.html,Diary mentions Jewish cemetery
Portugal,Funchal,-16.9327,32.7894,1450,1940,2019,,,high,1,1,Funchal,פונשל,,Funchal,Funchal,https://www.jewishwikipedia.info/madeira.html,Gibraltarian Jewish evacuation during WWII
Portugal,Funchal,-16.9327,32.7894,1450,2020,2024,,,high,1,1,Funchal,פונשל,,Funchal,Funchal,https://www.worldjewishcongress.org/en/about/communities/PT,"Small community, no synagogue"
Portugal,Ponta Delgada,-25.6667,37.7412,1432,1432,1491,,,high,1,1,Ponta Delgada,פונטה דלגדה,,Ponta Delgada,Ponta Delgada,https://en.wikipedia.org/wiki/History_of_the_Jews_in_the_Azores,Portuguese settlement includes Conversos
Portugal,Ponta Delgada,-25.6667,37.7412,1432,1492,1817,,,high,1,1,Ponta Delgada,פונטה דלגדה,,Ponta Delgada,Ponta Delgada,https://en.wikipedia.org/wiki/History_of_the_Jews_in_the_Azores,Sephardic Jews flee Inquisition
Portugal,Ponta Delgada,-25.6667,37.7412,1432,1818,1847,,250,high,1,1,Ponta Delgada,פונטה דלגדה,,Ponta Delgada,Ponta Delgada,https://www.jewishvirtuallibrary.org/azores-virtual-jewish-history-tour,First documented Moroccan merchants arrive
Portugal,Ponta Delgada,-25.6667,37.7412,1432,1848,1899,250,,high,1,1,Ponta Delgada,פונטה דלגדה,,Ponta Delgada,Ponta Delgada,https://www.jewishvirtuallibrary.org/azores-virtual-jewish-history-tour,Peak early community size
Portugal,Ponta Delgada,-25.6667,37.7412,1432,1900,1939,,,high,1,1,Ponta Delgada,פונטה דלגדה,,Ponta Delgada,Ponta Delgada,https://en.wikipedia.org/wiki/Sahar_Hassamain_Synagogue,Synagogue Sahar Hassamain founded
Portugal,Ponta Delgada,-25.6667,37.7412,1432,1940,1949,,,high,1,1,Ponta Delgada,פונטה דלגדה,,Ponta Delgada,Ponta Delgada,https://en.wikipedia.org/wiki/History_of_the_Jews_in_the_Azores,WWII refugees increase numbers
Portugal,Ponta Delgada,-25.6667,37.7412,1432,1950,2013,,,high,1,1,Ponta Delgada,פונטה דלגדה,,Ponta Delgada,Ponta Delgada,https://www.jewishvirtuallibrary.org/azores-virtual-jewish-history-tour,Post-war decline begins
Portugal,Ponta Delgada,-25.6667,37.7412,1432,2014,2019,,100,high,1,1,Ponta Delgada,פונטה דלגדה,,Ponta Delgada,Ponta Delgada,https://notevenpast.org/a-hidden-jewish-archive-in-the-azores/,Geniza discovered in abandoned synagogue
Portugal,Ponta Delgada,-25.6667,37.7412,1432,2020,2024,100,,high,1,1,Ponta Delgada,פונטה דלגדה,,Ponta Delgada,Ponta Delgada,https://www.worldjewishcongress.org/en/about/communities/PT,"Current estimate, small active community"
Spain,Las Palmas,-15.4368,28.1224,1492,1492,1495,,,high,1,1,Las Palmas,,,,Las-Palmas-de-Qran-Kanariya,https://en.wikipedia.org/wiki/History_of_the_Jews_in_the_Canary_Islands,Jews flee Spanish expulsion to Canary Islands
Spain,Las Palmas,-15.4368,28.1224,1492,1496,1499,,,high,1,1,Las Palmas,,,,Las-Palmas-de-Qran-Kanariya,https://en.wikipedia.org/wiki/History_of_the_Jews_in_the_Canary_Islands,Converted Jews move from Iberian Peninsula
Spain,Las Palmas,-15.4368,28.1224,1492,1500,1529,,,high,1,1,Las Palmas,,,,Las-Palmas-de-Qran-Kanariya,https://gotosefarad.com/jewish-history-gran-canaria-spain/,Inquisition targets Crypto-Jews
Spain,Las Palmas,-15.4368,28.1224,1492,1530,1599,,,high,1,1,Las Palmas,,,,Las-Palmas-de-Qran-Kanariya,https://gotosefarad.com/jewish-roots-gran-canaria-spain/,Synagogue converted to church
Spain,Las Palmas,-15.4368,28.1224,1492,1600,1699,,,high,1,1,Las Palmas,,,,Las-Palmas-de-Qran-Kanariya,https://www.bneianousim.org/uncategorized/a-crypto-jew-in-the-canary-islands/,Crypto-Jewish practices persist underground
Spain,Las Palmas,-15.4368,28.1224,1492,1700,1899,,,high,1,1,Las Palmas,,,,Las-Palmas-de-Qran-Kanariya,https://www.encyclopedia.com/places/spain-portugal-italy-greece-and-balkans/spanish-and-portuguese-political-geography/canary-islands,Conversos from Portugal settle
Spain,Las Palmas,-15.4368,28.1224,1492,1900,1949,,,high,1,1,Las Palmas,,,,Las-Palmas-de-Qran-Kanariya,https://gotosefarad.com/jewish-community-gran-canaria-spain/,Revival with North African Jews
Spain,Las Palmas,-15.4368,28.1224,1492,1950,2019,,500,high,1,1,Las Palmas,,,,Las-Palmas-de-Qran-Kanariya,https://gotosefarad.com/jewish-community-gran-canaria-spain/,Modern community forms
Spain,Las Palmas,-15.4368,28.1224,1492,2020,2024,500,,high,1,1,Las Palmas,,,,Las-Palmas-de-Qran-Kanariya,https://www.worldjewishcongress.org/en/about/communities/ES,Current Jewish population estimate
Spain,Santa Cruz de Tenerife,-16.5729,28.4682,1492,1492,1495,,,high,1,1,Santa Cruz de Tenerife,,,,Hāliġrodburg,https://jewishlink.news/canary-in-a-coal-mine-the-moral-of-jewish-life-in-tenerife/,Jews arrive post-Spanish expulsion
Spain,Santa Cruz de Tenerife,-16.5729,28.4682,1492,1496,1499,,,high,1,1,Santa Cruz de Tenerife,,,,Hāliġrodburg,https://en.wikipedia.org/wiki/History_of_the_Jews_in_the_Canary_Islands,Converted Jews seek refuge
Spain,Santa Cruz de Tenerife,-16.5729,28.4682,1492,1500,1599,,,high,1,1,Santa Cruz de Tenerife,,,,Hāliġrodburg,https://www.bneianousim.org/uncategorized/a-crypto-jew-in-the-canary-islands/,"Inquisition active, Crypto-Jews persecuted"
Spain,Santa Cruz de Tenerife,-16.5729,28.4682,1492,1600,1699,,,high,1,1,Santa Cruz de Tenerife,,,,Hāliġrodburg,https://www.encyclopedia.com/places/spain-portugal-italy-greece-and-balkans/spanish-and-portuguese-political-geography/canary-islands,Portuguese Conversos settle
Spain,Santa Cruz de Tenerife,-16.5729,28.4682,1492,1700,1899,,,high,1,1,Santa Cruz de Tenerife,,,,Hāliġrodburg,https://jewishlink.news/canary-in-a-coal-mine-the-moral-of-jewish-life-in-tenerife/,Jewish life underground
Spain,Santa Cruz de Tenerife,-16.5729,28.4682,1492,1900,1949,,,high,1,1,Santa Cruz de Tenerife,,,,Hāliġrodburg,https://gotosefarad.com/jewish-community-gran-canaria-spain/,North African Jewish revival
Spain,Santa Cruz de Tenerife,-16.5729,28.4682,1492,1950,2019,,300,high,1,1,Santa Cruz de Tenerife,,,,Hāliġrodburg,https://gotosefarad.com/jewish-community-gran-canaria-spain/,Modern influx of Jewish families
Spain,Santa Cruz de Tenerife,-16.5729,28.4682,1492,2020,2024,300,,high,1,1,Santa Cruz de Tenerife,,,,Hāliġrodburg,https://newyorkjewishtravelguide.com/2022/11/27/on-the-canary-islands-new-beginnings-for-an-old-jewish-community/,Current estimate
United Kingdom,St. Helena,-5.6773,-15.9650,1815,1815,1819,,,high,1,1,St. Helena,סנט הלנה,,St. Helena,Saint Helena,https://www.jewishvirtuallibrary.org/st-helena-virtual-jewish-history-tour,Jewish officers accompany Napoleon in exile
United Kingdom,St. Helena,-5.6773,-15.9650,1815,1820,1833,,,high,1,1,St. Helena,סנט הלנה,,St. Helena,Saint Helena,https://sainthelenaisland.info/sthelenabritannica_saulsolomon.pdf,"Saul Solomon arrives, establishes trading firm"
United Kingdom,St. Helena,-5.6773,-15.9650,1815,1834,1851,,,high,1,1,St. Helena,סנט הלנה,,St. Helena,Saint Helena,https://www.jta.org/2017/04/20/ny/a-solomonic-excursion,Saul Solomon becomes prominent merchant
United Kingdom,St. Helena,-5.6773,-15.9650,1815,1852,1899,,,high,1,1,St. Helena,סנט הלנה,,St. Helena,Saint Helena,https://sainthelenaisland.info/sthelenabritannica_saulsolomon.pdf,"Saul Solomon dies, family continues business"
United Kingdom,St. Helena,-5.6773,-15.9650,1815,1900,2019,,,high,1,1,St. Helena,סנט הלנה,,St. Helena,Saint Helena,https://www.thejc.com/life/travel/st-helena-home-of-saints-cnr81i8l,Solomon family dominates trade
United Kingdom,St. Helena,-5.6773,-15.9650,1815,2020,2024,,,high,1,1,St. Helena,סנט הלנה,,St. Helena,Saint Helena,https://www.worldjewishcongress.org/en/about/communities/SH,"Small Jewish presence, no organized community"
United Kingdom,Falkland Islands,-59.5236,-51.7963,1763,1763,1799,,,high,1,1,Falkland Islands,איי פוקלנד,פאלקלאנד אינזלען,Falklandinseln,Pulo-pulo Falkland,https://www.jewishvirtuallibrary.org/falkland-islands-virtual-jewish-history-tour,Earliest Jewish traders arrive post-British settlement
United Kingdom,Falkland Islands,-59.5236,-51.7963,1763,1800,1899,,,high,1,1,Falkland Islands,איי פוקלנד,פאלקלאנד אינזלען,Falklandinseln,Pulo-pulo Falkland,https://www.jewishvirtuallibrary.org/falkland-islands-virtual-jewish-history-tour,Small Jewish merchant presence
United Kingdom,Falkland Islands,-59.5236,-51.7963,1763,1900,2019,,,high,1,1,Falkland Islands,איי פוקלנד,פאלקלאנד אינזלען,Falklandinseln,Pulo-pulo Falkland,https://www.jewishvirtuallibrary.org/falkland-islands-virtual-jewish-history-tour,No significant Jewish community persists
United Kingdom,Falkland Islands,-59.5236,-51.7963,1763,2020,2024,,,high,1,1,Falkland Islands,איי פוקלנד,פאלקלאנד אינזלען,Falklandinseln,Pulo-pulo Falkland,https://www.worldjewishcongress.org/en/about/communities/FK,No active Jewish community
United Kingdom,Falkland Islands,-59.5236,-51.7963,1763,2025,2024,,,high,1,1,Falkland Islands,איי פוקלנד,פאלקלאנד אינזלען,Falklandinseln,Pulo-pulo Falkland,https://en.wikipedia.org/wiki/Religion_in_the_Falkland_Islands,No known Jewish residents
Cape Verde,São Vicente,-24.9333,16.8333,1497,1497,1599,,,high,1,1,São Vicente,סאו ויסנטה,,São Vicente,Сан-Вісенты,https://www.jewishvirtuallibrary.org/cape-verde-virtual-jewish-history-tour,Conversos settle as traders under Portuguese exploration
Cape Verde,São Vicente,-24.9333,16.8333,1497,1600,1699,,,high,1,1,São Vicente,סאו ויסנטה,,São Vicente,Сан-Вісенты,https://www.jewishvirtuallibrary.org/cape-verde-virtual-jewish-history-tour,Sephardic Jewish merchants active in trade
