country,city,long,lat,year_estab,year_start,year_end,pop_start,pop_end,probability,type,symbol,city_english,city_hebrew,city_yid,city_german,city_other,source,comment
French Polynesia,Papeete,-149.5667,-17.5333,1830,1900,1939,,,high,1,1,Papeete,פפאטה,,Papeete,Papeete,https://www.jewishvirtuallibrary.org/french-polynesia-virtual-jewish-history-tour,Small Jewish community forms around traders
French Polynesia,Papeete,-149.5667,-17.5333,1830,1940,1949,,,high,1,1,Papeete,פפאטה,,Papeete,Papeete,https://www.jewishvirtuallibrary.org/french-polynesia-virtual-jewish-history-tour,"WWII refugees arrive, temporary increase"
French Polynesia,Papeete,-149.5667,-17.5333,1830,1950,2019,,50,high,1,1,Papeete,פפאטה,,Papeete,Papeete,https://www.worldjewishcongress.org/en/about/communities/PF,Post-war decline
French Polynesia,Papeete,-149.5667,-17.5333,1830,2020,2024,50,,high,1,1,Papeete,פפאטה,,Papeete,Papeete,https://www.worldjewishcongress.org/en/about/communities/PF,"Current estimate, mostly transients"
New Caledonia,Nouméa,165.2850,-22.2763,1853,1853,1899,,,high,1,1,Nouméa,נומאה,,Nouméa,Nouméa,https://www.jewishvirtuallibrary.org/new-caledonia-virtual-jewish-history-tour,First Jewish settlers arrive with French colonization
New Caledonia,Nouméa,165.2850,-22.2763,1853,1900,1939,,,high,1,1,Nouméa,נומאה,,Nouméa,Nouméa,https://www.jewishvirtuallibrary.org/new-caledonia-virtual-jewish-history-tour,Small Jewish merchant community grows
New Caledonia,Nouméa,165.2850,-22.2763,1853,1940,1949,,,high,1,1,Nouméa,נומאה,,Nouméa,Nouméa,https://www.jewishvirtuallibrary.org/new-caledonia-virtual-jewish-history-tour,WWII refugees increase population
New Caledonia,Nouméa,165.2850,-22.2763,1853,1950,2019,,200,high,1,1,Nouméa,נומאה,,Nouméa,Nouméa,https://www.worldjewishcongress.org/en/about/communities/NC,Synagogue established
New Caledonia,Nouméa,165.2850,-22.2763,1853,2020,2024,200,,high,1,1,Nouméa,נומאה,,Nouméa,Nouméa,https://www.worldjewishcongress.org/en/about/communities/NC,Current Jewish population estimate
New Zealand,Auckland,174.7633,-36.8485,1831,1831,1839,,,high,1,1,Auckland,,,Auckland,Auckland,https://www.jewishvirtuallibrary.org/new-zealand-virtual-jewish-history-tour,First Jewish settlers arrive as traders
New Zealand,Auckland,174.7633,-36.8485,1831,1840,1842,,,high,1,1,Auckland,,,Auckland,Auckland,https://www.jewishvirtuallibrary.org/new-zealand-virtual-jewish-history-tour,Jewish community grows with British colonization
New Zealand,Auckland,174.7633,-36.8485,1831,1843,1859,,100,high,1,1,Auckland,,,Auckland,Auckland,https://www.jewishlives.nz/history,"First synagogue, Beth Israel, established"
New Zealand,Auckland,174.7633,-36.8485,1831,1860,1899,100,1200,medium,1,1,Auckland,,,Auckland,Auckland,https://www.jewishvirtuallibrary.org/new-zealand-virtual-jewish-history-tour,Estimated Jewish population
New Zealand,Auckland,174.7633,-36.8485,1831,1900,1938,1200,,high,1,1,Auckland,,,Auckland,Auckland,https://www.jewishlives.nz/history,Jewish population growth
New Zealand,Auckland,174.7633,-36.8485,1831,1939,1949,,1500,high,1,1,Auckland,,,Auckland,Auckland,https://www.jewishvirtuallibrary.org/new-zealand-virtual-jewish-history-tour,"WWII refugees arrive, including Polish Jews"
New Zealand,Auckland,174.7633,-36.8485,1831,1950,2019,1500,3500,high,1,1,Auckland,,,Auckland,Auckland,https://www.jewishvirtuallibrary.org/new-zealand-virtual-jewish-history-tour,Post-war population estimate
New Zealand,Auckland,174.7633,-36.8485,1831,2020,2024,3500,3500,high,1,1,Auckland,,,Auckland,Auckland,https://www.worldjewishcongress.org/en/about/communities/NZ,"Current estimate, majority of national 7,500 Jews"
New Zealand,Auckland,174.7633,-36.8485,1831,2025,2024,3500,,high,1,1,Auckland,,,Auckland,Auckland,https://en.wikipedia.org/wiki/History_of_the_Jews_in_New_Zealand,"Estimate, active community with synagogue"
New Zealand,Dunedin,170.5021,-45.8788,1851,1851,1861,,,high,1,1,Dunedin,,,Dunedin,Dunedin,https://www.jewishvirtuallibrary.org/new-zealand-virtual-jewish-history-tour,Jewish traders settle during Otago Gold Rush
New Zealand,Dunedin,170.5021,-45.8788,1851,1862,1869,,200,high,1,1,Dunedin,,,Dunedin,Dunedin,https://www.jewishlives.nz/history,First synagogue established in New Zealand
New Zealand,Dunedin,170.5021,-45.8788,1851,1870,1899,200,500,medium,1,1,Dunedin,,,Dunedin,Dunedin,https://www.jewishvirtuallibrary.org/new-zealand-virtual-jewish-history-tour,Estimated Jewish population
New Zealand,Dunedin,170.5021,-45.8788,1851,1900,1929,500,,high,1,1,Dunedin,,,Dunedin,Dunedin,https://www.jewishlives.nz/history,Peak population during gold rush era
New Zealand,Dunedin,170.5021,-45.8788,1851,1930,2019,,100,high,1,1,Dunedin,,,Dunedin,Dunedin,https://www.jewishvirtuallibrary.org/new-zealand-virtual-jewish-history-tour,Decline begins as Jews move to larger cities
New Zealand,Dunedin,170.5021,-45.8788,1851,2020,2024,100,100,high,1,1,Dunedin,,,Dunedin,Dunedin,https://www.worldjewishcongress.org/en/about/communities/NZ,Small community remains
New Zealand,Dunedin,170.5021,-45.8788,1851,2025,2024,100,,high,1,1,Dunedin,,,Dunedin,Dunedin,https://en.wikipedia.org/wiki/Dunedin_Synagogue,"Estimate, synagogue still active"
Australia,Sydney,151.2093,-33.8688,1788,1788,1816,,,high,1,1,Sydney,סידני,סידני,Sydney,Sydney,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Australia,First Jewish convicts arrive with First Fleet
Australia,Sydney,151.2093,-33.8688,1788,1817,1827,,,high,1,1,Sydney,סידני,סידני,Sydney,Sydney,https://www.jewishvirtuallibrary.org/australia-virtual-jewish-history-tour,First Jewish congregation forms
Australia,Sydney,151.2093,-33.8688,1788,1828,1849,,500,high,1,1,Sydney,סידני,סידני,Sydney,Sydney,https://www.jewishvirtuallibrary.org/australia-virtual-jewish-history-tour,First synagogue built on York Street
Australia,Sydney,151.2093,-33.8688,1788,1850,1899,500,2500,medium,1,1,Sydney,סידני,סידני,Sydney,Sydney,https://www.jewishvirtuallibrary.org/australia-virtual-jewish-history-tour,Estimated Jewish population
Australia,Sydney,151.2093,-33.8688,1788,1900,1932,2500,,high,1,1,Sydney,סידני,סידני,Sydney,Sydney,https://www.jewishvirtuallibrary.org/australia-virtual-jewish-history-tour,Population growth with immigration
Australia,Sydney,151.2093,-33.8688,1788,1933,1949,,17000,high,1,1,Sydney,סידני,סידני,Sydney,Sydney,https://www.jewishvirtuallibrary.org/australia-virtual-jewish-history-tour,Jewish refugees from Europe arrive
Australia,Sydney,151.2093,-33.8688,1788,1950,2019,17000,50000,high,1,1,Sydney,סידני,סידני,Sydney,Sydney,https://www.jewishvirtuallibrary.org/australia-virtual-jewish-history-tour,Post-WWII population surge
Australia,Sydney,151.2093,-33.8688,1788,2020,2024,50000,50000,high,1,1,Sydney,סידני,סידני,Sydney,Sydney,https://www.worldjewishcongress.org/en/about/communities/AU,Largest Jewish community in Australia
Australia,Sydney,151.2093,-33.8688,1788,2025,2024,50000,,high,1,1,Sydney,סידני,סידני,Sydney,Sydney,https://www.jta.org/2023/10/11/global/australia-sees-spike-in-antisemitism-as-jewish-community-rallies-for-israel,"Estimate, vibrant community with multiple synagogues"
Australia,Hobart,147.3272,-42.8821,1804,1804,1827,,,high,1,1,Hobart,הובארט,,Hobart,Hobart,https://www.jewishvirtuallibrary.org/australia-virtual-jewish-history-tour,Jewish convicts arrive with British settlement
Australia,Hobart,147.3272,-42.8821,1804,1828,1844,,,high,1,1,Hobart,הובארט,,Hobart,Hobart,https://www.jewishvirtuallibrary.org/australia-virtual-jewish-history-tour,"Jewish community forms, services held"
Australia,Hobart,147.3272,-42.8821,1804,1845,1849,,100,high,1,1,Hobart,הובארט,,Hobart,Hobart,https://www.hobartsynagogue.org/history.html,"Hobart Synagogue built, oldest in Australia"
Australia,Hobart,147.3272,-42.8821,1804,1850,1899,100,300,medium,1,1,Hobart,הובארט,,Hobart,Hobart,https://www.jewishvirtuallibrary.org/australia-virtual-jewish-history-tour,Estimated Jewish population
Australia,Hobart,147.3272,-42.8821,1804,1900,1929,300,,high,1,1,Hobart,הובארט,,Hobart,Hobart,https://www.jewishvirtuallibrary.org/australia-virtual-jewish-history-tour,Population growth
Australia,Hobart,147.3272,-42.8821,1804,1930,2019,,200,high,1,1,Hobart,הובארט,,Hobart,Hobart,https://www.jewishvirtuallibrary.org/australia-virtual-jewish-history-tour,Decline as Jews move to mainland cities
Australia,Hobart,147.3272,-42.8821,1804,2020,2024,200,200,high,1,1,Hobart,הובארט,,Hobart,Hobart,https://www.worldjewishcongress.org/en/about/communities/AU,Small community remains
Australia,Hobart,147.3272,-42.8821,1804,2025,2024,200,,high,1,1,Hobart,הובארט,,Hobart,Hobart,https://www.hobartsynagogue.org/history.html,"Estimate, synagogue active"
New Zealand,Wellington,174.7762,-41.2865,1840,1840,1849,,,high,1,1,Wellington,,װעלינגטאן,Wellington,Wellington,https://www.jewishvirtuallibrary.org/new-zealand-virtual-jewish-history-tour,First Jewish settlers arrive as traders
New Zealand,Wellington,174.7762,-41.2865,1840,1850,1865,,,high,1,1,Wellington,,װעלינגטאן,Wellington,Wellington,https://www.jewishlives.nz/history,Jewish community organizes services
New Zealand,Wellington,184.7762,-41.2865,1840,1866,1899,,400,high,1,1,Wellington,,װעלינגטאן,Wellington,Wellington,https://www.jewishvirtuallibrary.org/new-zealand-virtual-jewish-history-tour,"First synagogue, Beth El, established"
New Zealand,Wellington,184.7762,-41.2865,1840,1900,1938,400,,medium,1,1,Wellington,,װעלינגטאן,Wellington,Wellington,https://www.jewishlives.nz/history,Estimated Jewish population
New Zealand,Wellington,184.7762,-41.2865,1840,1939,1949,,1000,high,1,1,Wellington,,װעלינגטאן,Wellington,Wellington,https://www.jewishvirtuallibrary.org/new-zealand-virtual-jewish-history-tour,WWII refugees boost numbers
New Zealand,Wellington,184.7762,-41.2865,1840,1950,2019,1000,1500,high,1,1,Wellington,,װעלינגטאן,Wellington,Wellington,https://www.jewishvirtuallibrary.org/new-zealand-virtual-jewish-history-tour,Post-war population estimate
New Zealand,Wellington,184.7762,-41.2865,1840,2020,2024,1500,1500,high,1,1,Wellington,,װעלינגטאן,Wellington,Wellington,https://www.worldjewishcongress.org/en/about/communities/NZ,"Current estimate, second largest community"
New Zealand,Wellington,184.7762,-41.2865,1840,2025,2024,1500,,high,1,1,Wellington,,װעלינגטאן,Wellington,Wellington,https://en.wikipedia.org/wiki/History_of_the_Jews_in_New_Zealand,"Estimate, active community with synagogue"
Australia,Melbourne,144.9631,-37.8136,1835,1835,1840,,,high,1,1,Melbourne,מלבורן,מעלבארן,Melbourne,Melbourne,https://www.jewishvirtuallibrary.org/australia-virtual-jewish-history-tour,First Jewish convicts and free settlers arrive with British colonization
Australia,Melbourne,144.9631,-37.8136,1835,1841,1849,,200,high,1,1,Melbourne,מלבורן,מעלבארן,Melbourne,Melbourne,https://www.melbournesynagogue.org.au/history,"First synagogue, Melbourne Hebrew Congregation, established"
Australia,Melbourne,144.9631,-37.8136,1835,1850,1899,200,3000,medium,1,1,Melbourne,מלבורן,מעלבארן,Melbourne,Melbourne,https://www.jewishvirtuallibrary.org/australia-virtual-jewish-history-tour,Estimated Jewish population
Australia,Melbourne,144.9631,-37.8136,1835,1900,1932,3000,,high,1,1,Melbourne,מלבורן,מעלבארן,Melbourne,Melbourne,https://www.jewishvirtuallibrary.org/australia-virtual-jewish-history-tour,Population growth with immigration
Australia,Melbourne,144.9631,-37.8136,1835,1933,1949,,20000,high,1,1,Melbourne,מלבורן,מעלבארן,Melbourne,Melbourne,https://www.jewishvirtuallibrary.org/australia-virtual-jewish-history-tour,Jewish refugees from Europe arrive
Australia,Melbourne,144.9631,-37.8136,1835,1950,2019,20000,60000,high,1,1,Melbourne,מלבורן,מעלבארן,Melbourne,Melbourne,https://www.jewishvirtuallibrary.org/australia-virtual-jewish-history-tour,Post-WWII population surge
Australia,Melbourne,144.9631,-37.8136,1835,2020,2024,60000,60000,high,1,1,Melbourne,מלבורן,מעלבארן,Melbourne,Melbourne,https://www.worldjewishcongress.org/en/about/communities/AU,Largest Jewish community in Australia
Australia,Melbourne,144.9631,-37.8136,1835,2025,2024,60000,,high,1,1,Melbourne,מלבורן,מעלבארן,Melbourne,Melbourne,https://www.jta.org/2023/10/11/global/australia-sees-spike-in-antisemitism-as-jewish-community-rallies-for-israel,"Estimate, vibrant community with multiple synagogues"
New Zealand,Christchurch,172.6362,-43.5321,1851,1851,1863,,,high,1,1,Christchurch,כרייסטצ'רץ',,Christchurch,Christchurch,https://www.jewishvirtuallibrary.org/new-zealand-virtual-jewish-history-tour,Jewish traders settle during Canterbury settlement
New Zealand,Christchurch,172.6362,-43.5321,1851,1864,1869,,150,high,1,1,Christchurch,כרייסטצ'רץ',,Christchurch,Christchurch,https://www.jewishlives.nz/history,First synagogue established
New Zealand,Christchurch,172.6362,-43.5321,1851,1870,1899,150,400,medium,1,1,Christchurch,כרייסטצ'רץ',,Christchurch,Christchurch,https://www.jewishvirtuallibrary.org/new-zealand-virtual-jewish-history-tour,Estimated Jewish population
New Zealand,Christchurch,172.6362,-43.5321,1851,1900,1938,400,,high,1,1,Christchurch,כרייסטצ'רץ',,Christchurch,Christchurch,https://www.jewishlives.nz/history,Population growth
New Zealand,Christchurch,172.6362,-43.5321,1851,1939,1949,,600,high,1,1,Christchurch,כרייסטצ'רץ',,Christchurch,Christchurch,https://www.jewishvirtuallibrary.org/new-zealand-virtual-jewish-history-tour,WWII refugees increase numbers
New Zealand,Christchurch,172.6362,-43.5321,1851,1950,2019,600,200,high,1,1,Christchurch,כרייסטצ'רץ',,Christchurch,Christchurch,https://www.jewishvirtuallibrary.org/new-zealand-virtual-jewish-history-tour,Post-war population estimate
New Zealand,Christchurch,172.6362,-43.5321,1851,2020,2024,200,200,high,1,1,Christchurch,כרייסטצ'רץ',,Christchurch,Christchurch,https://www.worldjewishcongress.org/en/about/communities/NZ,Small community remains
New Zealand,Christchurch,172.6362,-43.5321,1851,2025,2024,200,,high,1,1,Christchurch,כרייסטצ'רץ',,Christchurch,Christchurch,https://en.wikipedia.org/wiki/Canterbury_Hebrew_Congregation,"Estimate, synagogue active"
Philippines,Manila,120.9842,14.5995,1590,1590,1599,,,high,1,1,Manila,מנילה,מאנילא,Manila,Manila,https://www.jewishvirtuallibrary.org/philippines-virtual-jewish-history-tour,Conversos settle under Spanish rule
Philippines,Manila,120.9842,14.5995,1590,1600,1869,,,high,1,1,Manila,מנילה,מאנילא,Manila,Manila,https://www.jewishvirtuallibrary.org/philippines-virtual-jewish-history-tour,Inquisition targets Crypto-Jews
Philippines,Manila,120.9842,14.5995,1590,1870,1899,,,high,1,1,Manila,מנילה,מאנילא,Manila,Manila,https://www.jewishvirtuallibrary.org/philippines-virtual-jewish-history-tour,Baghdadi Jewish traders arrive
Philippines,Manila,120.9842,14.5995,1590,1900,1937,,,high,1,1,Manila,מנילה,מאנילא,Manila,Manila,https://www.jewishvirtuallibrary.org/philippines-virtual-jewish-history-tour,Small Jewish merchant community forms
Philippines,Manila,120.9842,14.5995,1590,1938,1939,,1000,high,1,1,Manila,מנילה,מאנילא,Manila,Manila,https://www.jewishvirtuallibrary.org/philippines-virtual-jewish-history-tour,Jewish refugees arrive from Europe
Philippines,Manila,120.9842,14.5995,1590,1940,1944,1000,,high,1,1,Manila,מנילה,מאנילא,Manila,Manila,https://www.jewishvirtuallibrary.org/philippines-virtual-jewish-history-tour,Refugee population peak
Philippines,Manila,120.9842,14.5995,1590,1945,1953,,,high,1,1,Manila,מנילה,מאנילא,Manila,Manila,https://www.jewishvirtuallibrary.org/philippines-virtual-jewish-history-tour,"Japanese occupation, some Jews survive in hiding"
Philippines,Manila,120.9842,14.5995,1590,1954,2019,,250,high,1,1,Manila,מנילה,מאנילא,Manila,Manila,https://www.jewishvirtuallibrary.org/philippines-virtual-jewish-history-tour,"First synagogue, Beth Yaacov, established"
Philippines,Manila,120.9842,14.5995,1590,2020,2024,250,250,high,1,1,Manila,מנילה,מאנילא,Manila,Manila,https://www.worldjewishcongress.org/en/about/communities/PH,Current Jewish population estimate
Philippines,Manila,120.9842,14.5995,1590,2025,2024,250,,high,1,1,Manila,מנילה,מאנילא,Manila,Manila,https://en.wikipedia.org/wiki/History_of_the_Jews_in_the_Philippines,"Estimate, small active community"
Guam,Hagåtña,144.7504,13.4757,1898,1898,1943,,,high,1,1,Hagåtña,האגטנה,,Hagåtña,Hagåtña,https://www.jewishvirtuallibrary.org/guam-virtual-jewish-history-tour,First Jewish presence with American acquisition
Guam,Hagåtña,144.7504,13.4757,1898,1944,1949,,,high,1,1,Hagåtña,האגטנה,,Hagåtña,Hagåtña,https://www.jewishvirtuallibrary.org/guam-virtual-jewish-history-tour,Jewish military personnel arrive during WWII
Guam,Hagåtña,144.7504,13.4757,1898,1950,1969,,,high,1,1,Hagåtña,האגטנה,,Hagåtña,Hagåtña,https://www.jewishvirtuallibrary.org/guam-virtual-jewish-history-tour,Small Jewish community forms post-war
Guam,Hagåtña,144.7504,13.4757,1898,1970,2019,,100,high,1,1,Hagåtña,האגטנה,,Hagåtña,Hagåtña,https://www.jewishvirtuallibrary.org/guam-virtual-jewish-history-tour,Chabad establishes presence
Guam,Hagåtña,144.7504,13.4757,1898,2020,2024,100,100,high,1,1,Hagåtña,האגטנה,,Hagåtña,Hagåtña,https://www.worldjewishcongress.org/en/about/communities/GU,"Current estimate, mostly transient military"
Guam,Hagåtña,144.7504,13.4757,1898,2025,2024,100,,high,1,1,Hagåtña,האגטנה,,Hagåtña,Hagåtña,https://www.jta.org/2020/08/25/global/jewish-life-in-guam-a-tiny-community-with-a-big-impact,"Estimate, small transient community"
USA,Hilo,-155.0900,19.7297,1870,1870,1899,,,high,1,1,Hilo,הילו,,Hilo,Hilo,https://www.jewishvirtuallibrary.org/hawaii-virtual-jewish-history-tour,Jewish merchants settle during sugar trade boom
USA,Hilo,-155.0900,19.7297,1870,1900,1939,,,high,1,1,Hilo,הילו,,Hilo,Hilo,https://www.shaloha.com/a-history-of-jews-in-hawaii.html,Small Jewish community forms
USA,Hilo,-155.0900,19.7297,1870,1940,1949,,200,high,1,1,Hilo,הילו,,Hilo,Hilo,https://www.jewishvirtuallibrary.org/hawaii-virtual-jewish-history-tour,Jewish population increases with WWII military
USA,Hilo,-155.0900,19.7297,1870,1950,2019,200,500,medium,1,1,Hilo,הילו,,Hilo,Hilo,https://www.shaloha.com/a-history-of-jews-in-hawaii.html,Estimated post-war population
USA,Hilo,-155.0900,19.7297,1870,2020,2024,500,500,high,1,1,Hilo,הילו,,Hilo,Hilo,https://www.worldjewishcongress.org/en/about/communities/US,"Current estimate, part of island’s Jewish community"
USA,Hilo,-155.0900,19.7297,1870,2025,2024,500,,high,1,1,Hilo,הילו,,Hilo,Hilo,https://www.jta.org/2023/05/15/global/hawaiis-jewish-community-faces-unique-challenges,"Estimate, small active community"
Japan,Kobe,135.1944,34.6901,1859,1859,1863,,,high,1,1,Kobe,,,Kōbe,Kobe,https://www.jewishvirtuallibrary.org/japan-virtual-jewish-history-tour,First modern Jewish community established post-opening of Japan
Japan,Kobe,135.1944,34.6901,1859,1864,1899,,,high,1,1,Kobe,,,Kōbe,Kobe,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Japan,Synagogue Ohel Shelomo founded by Sephardic Jews
Japan,Kobe,135.1944,34.6901,1859,1900,1929,,,high,1,1,Kobe,,,Kōbe,Kobe,https://www.jewishvirtuallibrary.org/japan-virtual-jewish-history-tour,Jewish population grows with Russian immigrants
Japan,Kobe,135.1944,34.6901,1859,1930,1939,,,high,1,1,Kobe,,,Kōbe,Kobe,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Japan,"Peak Jewish population in Kobe around 1,000"
Japan,Kobe,135.1944,34.6901,1859,1940,1944,,,high,1,1,Kobe,,,Kōbe,Kobe,https://www.jewishvirtuallibrary.org/japan-virtual-jewish-history-tour,Lithuanian Yeshiva refugees arrive during WWII
Japan,Kobe,135.1944,34.6901,1859,1945,1949,,,high,1,1,Kobe,,,Kōbe,Kobe,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Japan,Post-war decline as refugees emigrate
Japan,Kobe,135.1944,34.6901,1859,1950,2019,,100,high,1,1,Kobe,,,Kōbe,Kobe,https://www.jewishvirtuallibrary.org/japan-virtual-jewish-history-tour,Community rebuilds with American military
Japan,Kobe,135.1944,34.6901,1859,2020,2024,100,100,high,1,1,Kobe,,,Kōbe,Kobe,https://www.worldjewishcongress.org/en/about/communities/JP,Small Jewish population remains
Japan,Kobe,135.1944,34.6901,1859,2025,2024,100,,high,1,1,Kobe,,,Kōbe,Kobe,https://www.chabad.org/news/article_cdo/aid/606244/jewish/Jewish-Life-in-Japan.htm,"Estimate, active Chabad presence"
Indonesia,Jakarta,106.8456,-6.2088,1620,1620,1699,,,high,1,1,Jakarta,ג'קרטה,דזשאקארטא,Jakarta,Jakarta,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Indonesia,First Dutch Jewish settlers in Batavia (Jakarta)
Indonesia,Jakarta,106.8456,-6.2088,1620,1700,1799,,,high,1,1,Jakarta,ג'קרטה,דזשאקארטא,Jakarta,Jakarta,https://www.jewishvirtuallibrary.org/indonesia-virtual-jewish-history-tour,Sephardic and Ashkenazi Jews arrive as traders
Indonesia,Jakarta,106.8456,-6.2088,1620,1800,1939,,,high,1,1,Jakarta,ג'קרטה,דזשאקארטא,Jakarta,Jakarta,https://www.jewishvirtuallibrary.org/indonesia-virtual-jewish-history-tour,Jewish community grows under Dutch East India Company
Indonesia,Jakarta,106.8456,-6.2088,1620,1940,1944,,,high,1,1,Jakarta,ג'קרטה,דזשאקארטא,Jakarta,Jakarta,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Indonesia,European Jewish refugees arrive during WWII
Indonesia,Jakarta,106.8456,-6.2088,1620,1945,1949,,,high,1,1,Jakarta,ג'קרטה,דזשאקארטא,Jakarta,Jakarta,https://www.jewishvirtuallibrary.org/indonesia-virtual-jewish-history-tour,"Japanese occupation, some Jews interned"
Indonesia,Jakarta,106.8456,-6.2088,1620,1950,1956,,,high,1,1,Jakarta,ג'קרטה,דזשאקארטא,Jakarta,Jakarta,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Indonesia,Post-independence decline
Indonesia,Jakarta,106.8456,-6.2088,1620,1957,2019,,200,high,1,1,Jakarta,ג'קרטה,דזשאקארטא,Jakarta,Jakarta,https://www.jewishvirtuallibrary.org/indonesia-virtual-jewish-history-tour,Synagogue Beth Shalom founded
Indonesia,Jakarta,106.8456,-6.2088,1620,2020,2024,200,200,high,1,1,Jakarta,ג'קרטה,דזשאקארטא,Jakarta,Jakarta,https://www.worldjewishcongress.org/en/about/communities/ID,"Current estimate, mostly expatriates"
Indonesia,Jakarta,106.8456,-6.2088,1620,2025,2024,200,,high,1,1,Jakarta,ג'קרטה,דזשאקארטא,Jakarta,Jakarta,https://www.timesofisrael.com/in-muslim-majority-indonesia-a-small-but-thriving-jewish-community-persists/,"Estimate, small active community"
Singapore,Singapore,103.8198,1.3521,1840,1840,1840,,,high,1,1,Singapore,סינגפור,סינגאפור,Singapur,Singapura,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Singapore,Baghdadi Jewish traders arrive post-British founding
