country,city,long,lat,year_estab,year_start,year_end,pop_start,pop_end,probability,type,symbol,city_english,city_hebrew,city_yid,city_german,city_other,source,comment
Azerbaijan,Qırmızı Qəsəbə,48.5333,41.4333,1730,2020,2020,3500,3500,high,1,1,Qırmızı Qəsəbə,קירמיזי קסבה,,Qırmızı Qəsəbə,القصبة القرمزية,https://themedialine.org/by-region/we-feel-safer-here-than-in-europe-unique-jewish-muslim-ties-in-shiite-majority-azerbaijan/,Population estimate
Azerbaijan,Qırmızı Qəsəbə,48.5333,41.4333,1730,2021,2021,3500,,high,1,1,Qırmızı Qəsəbə,קירמיזי קסבה,,Qırmızı Qəsəbə,القصبة القرمزية,https://www.euronews.com/culture/2021/02/25/discover-the-centuries-old-culture-of-mountain-jews-in-azerbaijan,Population estimate
Azerbaijan,Qırmızı Qəsəbə,48.5333,41.4333,1730,2022,2024,,3500,high,1,1,Qırmızı Qəsəbə,קירמיזי קסבה,,Qırmızı Qəsəbə,القصبة القرمزية,https://www.jewishvirtuallibrary.org/azerbaijan-virtual-jewish-history-tour,Two synagogues active
Azerbaijan,Qırmızı Qəsəbə,48.5333,41.4333,1730,2025,2024,3500,,high,1,1,Qırmızı Qəsəbə,קירמיזי קסבה,,Qırmızı Qəsəbə,القصبة القرمزية,https://en.wikipedia.org/wiki/Q%C4%B1rm%C4%B1z%C4%B1_Q%C9%99s%C9%99b%C9%99,Current population estimate
Azerbaijan,Quba,48.3167,41.3667,5th BCE,5th BCE,1729,,,high,1,1,Quba,,,,مدينة قوبا,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Azerbaijan,Ancient Jewish presence in region
Azerbaijan,Quba,48.3167,41.3667,5th BCE,1730,1855,,3000,high,1,1,Quba,,,,مدينة قوبا,https://en.wikipedia.org/wiki/Q%C4%B1rm%C4%B1z%C4%B1_Q%C9%99s%C9%99b%C9%99,Jews settle across river from Quba
Azerbaijan,Quba,48.3167,41.3667,5th BCE,1856,1925,3000,,high,1,1,Quba,,,,مدينة قوبا,https://www.worldjewishtravel.org/listing/the-jewish-story-of-guba,Jewish population in nearby Qırmızı Qəsəbə
Azerbaijan,Quba,48.3167,41.3667,5th BCE,1926,1938,,,high,1,1,Quba,,,,مدينة قوبا,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Azerbaijan,"Part of national 7,500 Mountain Jews"
Azerbaijan,Quba,48.3167,41.3667,5th BCE,1939,2001,,,high,1,1,Quba,,,,مدينة قوبا,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Azerbaijan,"National Jewish population stable around 30,000"
Azerbaijan,Quba,48.3167,41.3667,5th BCE,2002,2009,,,high,1,1,Quba,,,,مدينة قوبا,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Azerbaijan,"National Jewish population 10,000"
Azerbaijan,Quba,48.3167,41.3667,5th BCE,2010,2015,,8000,high,1,1,Quba,,,,مدينة قوبا,https://www.jewishvirtuallibrary.org/azerbaijan-virtual-jewish-history-tour,"Jewish population ~3,000"
Azerbaijan,Quba,48.3167,41.3667,5th BCE,2016,2019,8000,8000,high,1,1,Quba,,,,مدينة قوبا,https://www.qesher.com/l/the-mountain-jews-of-the-caucasus/,Jewish population including region
Azerbaijan,Quba,48.3167,41.3667,5th BCE,2020,2021,8000,,high,1,1,Quba,,,,مدينة قوبا,https://www.jns.org/visiting-the-mountain-jews-of-azerbaijan-one-the-worlds-last-remaining-shtetls/,Jewish population in Quba region
Azerbaijan,Quba,48.3167,41.3667,5th BCE,2022,2024,,8000,high,1,1,Quba,,,,مدينة قوبا,https://www.jewishvirtuallibrary.org/azerbaijan-virtual-jewish-history-tour,Two synagogues active
Azerbaijan,Quba,48.3167,41.3667,5th BCE,2025,2024,8000,,high,1,1,Quba,,,,مدينة قوبا,https://www.jdc.org/learn/countries/azerbaijan/,Jewish population estimate in region
Azerbaijan,Oghuz,47.4667,41.0667,18th BCE,18th BCE,1896,,,high,1,1,Oghuz,,,Oğuz,Oğuz,https://www.worldjewishcongress.org/en/about/communities/AZ,Ancient Mountain Jewish settlement
Azerbaijan,Oghuz,47.4667,41.0667,18th BCE,1897,1925,,,high,1,1,Oghuz,,,Oğuz,Oğuz,https://www.jns.org/jns/azerbaijan/23/6/7/293388/,Rabbi Baruch Synagogue built
Azerbaijan,Oghuz,47.4667,41.0667,18th BCE,1926,1938,,,high,1,1,Oghuz,,,Oğuz,Oğuz,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Azerbaijan,"Part of national 7,500 Mountain Jews"
Azerbaijan,Oghuz,47.4667,41.0667,18th BCE,1939,2001,,,high,1,1,Oghuz,,,Oğuz,Oğuz,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Azerbaijan,"National Jewish population stable around 30,000"
Azerbaijan,Oghuz,47.4667,41.0667,18th BCE,2002,2009,,,high,1,1,Oghuz,,,Oğuz,Oğuz,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Azerbaijan,"National Jewish population 10,000"
Azerbaijan,Oghuz,47.4667,41.0667,18th BCE,2010,2019,,80,high,1,1,Oghuz,,,Oğuz,Oğuz,https://www.tabletmag.com/sections/news/articles/mountain-jews,Jewish population ~80
Azerbaijan,Oghuz,47.4667,41.0667,18th BCE,2020,2021,80,,high,1,1,Oghuz,,,Oğuz,Oğuz,https://www.tabletmag.com/sections/news/articles/mountain-jews,Jewish population estimate
Azerbaijan,Oghuz,47.4667,41.0667,18th BCE,2022,2024,,80,high,1,1,Oghuz,,,Oğuz,Oğuz,https://www.jewishvirtuallibrary.org/azerbaijan-virtual-jewish-history-tour,Two synagogues active
Azerbaijan,Oghuz,47.4667,41.0667,18th BCE,2025,2024,80,,high,1,1,Oghuz,,,Oğuz,Oğuz,https://www.jdc.org/learn/countries/azerbaijan/,Jewish population estimate
Azerbaijan,Ganja,46.3601,40.6827,5th BCE,5th BCE,1925,,,high,1,1,Ganja,,,,গাঞ্জা,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Azerbaijan,Ancient Jewish presence in region
Azerbaijan,Ganja,46.3601,40.6827,5th BCE,1926,1938,,,high,1,1,Ganja,,,,গাঞ্জা,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Azerbaijan,"Part of national 7,500 Mountain Jews"
Azerbaijan,Ganja,46.3601,40.6827,5th BCE,1939,2001,,,high,1,1,Ganja,,,,গাঞ্জা,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Azerbaijan,"National Jewish population stable around 30,000"
Azerbaijan,Ganja,46.3601,40.6827,5th BCE,2002,2009,,,high,1,1,Ganja,,,,গাঞ্জা,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Azerbaijan,"National Jewish population 10,000"
Azerbaijan,Ganja,46.3601,40.6827,5th BCE,2010,2019,,,high,1,1,Ganja,,,,গাঞ্জা,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Azerbaijan,"Jewish population part of national 6,400"
Azerbaijan,Ganja,46.3601,40.6827,5th BCE,2020,2024,,500,high,1,1,Ganja,,,,গাঞ্জা,https://www.worldjewishcongress.org/en/about/communities/AZ,Jewish population ~500
Azerbaijan,Ganja,46.3601,40.6827,5th BCE,2025,2024,500,,high,1,1,Ganja,,,,গাঞ্জা,https://www.jdc.org/learn/countries/azerbaijan/,Jewish population estimate
Azerbaijan,Sumqayit,49.8228,40.5833,1939,1939,2001,,,high,1,1,Sumqayit,סומגאיט,,Sumqayıt,Sumqayit,https://www.ceeol.com/search/article-detail?id=469764,"City founded, Ashkenazi Jews settle"
Azerbaijan,Sumqayit,49.8228,40.5833,1939,2002,2019,,,high,1,1,Sumqayit,סומגאיט,,Sumqayıt,Sumqayit,https://www.ceeol.com/search/article-detail?id=469764,"Ashkenazi ~4,300 nationally, many in Sumqayit"
Azerbaijan,Sumqayit,49.8228,40.5833,1939,2020,2019,,,high,1,1,Sumqayit,סומגאיט,,Sumqayıt,Sumqayit,https://www.worldjewishcongress.org/en/about/communities/AZ,"Jewish population ~1,000"
Azerbaijan,Sumqayit,49.8228,40.5833,1939,2020,2024,,1000,high,1,1,Sumqayit,סומגאיט,,Sumqayıt,Sumqayit,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Azerbaijan,Azerbaijan Jewish Media Center established
Azerbaijan,Sumqayit,49.8228,40.5833,1939,2025,2024,1000,,high,1,1,Sumqayit,סומגאיט,,Sumqayıt,Sumqayit,https://www.jdc.org/learn/countries/azerbaijan/,Jewish population estimate
